Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
37.0,No,Travel_Frequently,Sales,4.0,Master,Marketing,Low,Male,High,Staff,Sales Representative,Very High,Divorced,2793,2539,4,No,17,Excellent,High,1,13,2,Better,9,8,5,8
29.0,Yes,Travel_Frequently,Research & Development,14.0,Below College,Other,High,Female,High,Assistant Manager,Healthcare Representative,Very High,Single,7553,22930,0,Yes,12,Excellent,Low,0,9,1,Better,8,7,7,7
37.0,No,Travel_Frequently,Sales,1.0,Bachelor,Marketing,High,Female,High,Assistant Manager,Sales Executive,High,Single,8789,9096,1,No,14,Excellent,Low,0,10,3,Best,10,7,0,8
31.0,No,Travel_Frequently,Sales,7.0,Master,Marketing,Low,Female,High,Assistant Manager,Sales Executive,Low,Married,9637,8277,2,No,14,Excellent,Very High,2,9,3,Better,3,2,2,2
38.0,No,Travel_Rarely,Research & Development,6.0,College,Other,Very High,Female,Medium,Staff,Laboratory Technician,High,Married,3702,16376,1,No,11,Excellent,Medium,1,5,3,Better,5,4,0,4
27.0,No,Travel_Frequently,Sales,20.0,Bachelor,Life Sciences,Very High,Female,High,Officer,Sales Executive,High,Single,9981,12916,1,No,14,Excellent,Very High,0,7,2,Better,7,7,0,7
46.0,No,Travel_Rarely,Human Resources,8.0,College,Medical,Medium,Male,High,Officer,Human Resources,Medium,Divorced,5021,10425,8,Yes,22,Outstanding,Very High,1,16,2,Better,4,2,0,2
41.0,No,Travel_Rarely,Research & Development,9.0,Master,Life Sciences,High,Male,High,Staff,Laboratory Technician,Low,Married,2238,6961,2,No,21,Outstanding,Very High,1,7,2,Better,5,0,1,4
40.0,No,Travel_Rarely,Research & Development,14.0,Bachelor,Medical,High,Male,Medium,Senior Manager,Research Director,High,Single,19626,17544,1,No,14,Excellent,Low,0,21,2,Best,20,7,4,9
30.0,No,Travel_Rarely,Sales,29.0,Master,Life Sciences,High,Male,High,Officer,Sales Executive,Low,Divorced,4115,13192,8,No,19,Excellent,High,3,8,3,Better,4,3,0,3
30.0,No,Travel_Rarely,Research & Development,7.0,Master,Life Sciences,High,Male,High,Officer,Laboratory Technician,High,Divorced,3491,11309,1,No,13,Excellent,Low,3,10,4,Good,10,7,8,9
34.0,No,Travel_Rarely,Research & Development,10.0,Bachelor,Life Sciences,Medium,Male,High,Staff,Laboratory Technician,Medium,Divorced,2008,6896,1,No,14,Excellent,Medium,2,1,3,Better,1,0,1,0
40.0,No,Travel_Rarely,Sales,14.0,College,Life Sciences,Very High,Female,High,Officer,Sales Executive,Low,Married,4639,11262,1,No,15,Excellent,High,1,5,2,Better,5,4,1,2
29.0,No,Travel_Rarely,Sales,10.0,Bachelor,Marketing,Very High,Male,High,Staff,Sales Representative,Medium,Divorced,2297,17967,1,No,14,Excellent,Very High,2,2,2,Better,2,2,2,2
46.0,No,Travel_Rarely,Research & Development,15.0,College,Life Sciences,Very High,Male,High,Senior Manager,Research Director,Medium,Married,19081,10849,5,No,11,Excellent,Low,1,25,2,Better,4,2,0,3
41.0,No,Travel_Rarely,Sales,9.0,Below College,Life Sciences,High,Male,High,Assistant Manager,Sales Executive,High,Divorced,8189,21196,3,Yes,13,Excellent,High,1,12,2,Better,9,7,0,7
39.0,No,Non-Travel,Sales,21.0,Master,Life Sciences,Low,Female,Low,Officer,Sales Executive,High,Married,5736,3987,6,No,19,Excellent,High,1,10,1,Better,3,2,1,2
29.0,No,Travel_Frequently,Research & Development,10.0,Bachelor,Life Sciences,Very High,Female,High,Staff,Research Scientist,Medium,Divorced,3291,17940,0,No,14,Excellent,Very High,2,8,2,Good,7,5,1,1
52.0,No,Travel_Rarely,Research & Development,4.0,College,Life Sciences,Very High,Female,High,Manager,Manager,Very High,Married,16555,10310,2,No,13,Excellent,Very High,0,31,2,Bad,5,2,1,4
37.0,No,Travel_Rarely,Research & Development,4.0,Below College,Life Sciences,High,Male,High,Staff,Research Scientist,High,Married,2996,5182,7,Yes,15,Excellent,Very High,0,8,2,Better,6,4,1,3
29.0,No,Travel_Rarely,Sales,8.0,College,Medical,Medium,Female,High,Officer,Sales Executive,High,Married,5561,3487,1,No,14,Excellent,Low,1,6,5,Good,6,0,1,2
44.0,No,Travel_Rarely,Human Resources,1.0,Bachelor,Life Sciences,High,Female,High,Staff,Human Resources,Very High,Divorced,3195,4167,4,Yes,18,Excellent,Low,3,8,2,Better,2,2,2,2
45.0,Yes,Travel_Frequently,Sales,26.0,Master,Life Sciences,Low,Female,High,Officer,Sales Executive,Low,Married,4286,5630,2,No,14,Excellent,Very High,2,5,4,Better,1,1,0,0
37.0,No,Travel_Rarely,Sales,18.0,Below College,Life Sciences,Low,Male,Very High,Officer,Sales Executive,High,Married,6232,12477,2,No,11,Excellent,Medium,0,6,3,Good,3,2,1,2
47.0,No,Travel_Frequently,Sales,4.0,Below College,Medical,Medium,Male,High,Officer,Sales Representative,High,Single,2976,25751,3,No,19,Excellent,Low,0,5,3,Better,0,0,0,0
37.0,No,Travel_Rarely,Research & Development,14.0,Bachelor,Life Sciences,Very High,Female,High,Staff,Laboratory Technician,Low,Divorced,3034,26914,1,No,12,Excellent,High,1,18,2,Good,18,7,12,17
41.0,Yes,Travel_Rarely,Sales,1.0,College,Life Sciences,Medium,Female,High,Officer,Sales Executive,Very High,Single,5993,19479,8,Yes,11,Excellent,Low,0,8,0,Bad,6,4,0,5
57.0,No,Travel_Rarely,Research & Development,1.0,Master,Medical,Very High,Male,High,Officer,Healthcare Representative,High,Married,6755,2967,2,No,11,Excellent,High,0,15,2,Better,3,2,1,2
18.0,Yes,Non-Travel,Research & Development,8.0,Below College,Medical,High,Male,High,Staff,Laboratory Technician,High,Single,1904,13556,1,No,12,Excellent,Very High,0,0,0,Better,0,0,0,0
32.0,No,Non-Travel,Research & Development,15.0,Master,Medical,High,Female,High,Officer,Healthcare Representative,Very High,Divorced,6667,16542,5,No,18,Excellent,Medium,1,9,6,Better,5,1,1,2
37.0,No,Travel_Rarely,Sales,28.0,College,Marketing,Low,Male,High,Officer,Sales Executive,Medium,Married,6272,7428,1,No,20,Outstanding,Very High,2,6,5,Best,5,3,1,4
33.0,Yes,Travel_Rarely,Sales,16.0,Bachelor,Life Sciences,Low,Female,High,Assistant Manager,Sales Executive,Low,Single,8564,10092,2,Yes,20,Outstanding,High,0,11,2,Good,0,0,0,0
37.0,No,Travel_Rarely,Research & Development,23.0,Master,Medical,High,Female,High,Staff,Laboratory Technician,Low,Married,4014,16002,3,Yes,15,Excellent,High,1,4,3,Better,2,2,2,2
32.0,No,Non-Travel,Research & Development,1.0,Bachelor,Life Sciences,Very High,Male,High,Staff,Laboratory Technician,Very High,Divorced,2314,9148,0,No,12,Excellent,Medium,1,4,2,Better,3,0,0,2
37.0,Yes,Travel_Rarely,Sales,27.0,Bachelor,Life Sciences,High,Male,High,Officer,Sales Executive,Very High,Single,5813,13492,1,Yes,18,Excellent,Very High,0,10,2,Better,10,7,7,7
39.0,Yes,Non-Travel,Research & Development,2.0,Bachelor,Life Sciences,Low,Female,Medium,Staff,Laboratory Technician,Low,Single,3646,17181,2,Yes,23,Outstanding,Medium,0,11,2,Best,1,0,0,0
58.0,Yes,Travel_Rarely,Research & Development,7.0,Master,Medical,High,Female,Medium,Assistant Manager,Manufacturing Director,Low,Married,10008,12023,7,Yes,14,Excellent,Very High,0,31,0,Good,10,9,5,9
36.0,No,Travel_Frequently,Research & Development,8.0,College,Medical,Very High,Male,High,Staff,Laboratory Technician,Medium,Single,2088,15062,4,No,12,Excellent,High,0,13,3,Good,8,7,7,2
31.0,No,Travel_Rarely,Sales,2.0,Below College,Life Sciences,Medium,Male,High,Officer,Sales Executive,Very High,Single,6582,8346,4,Yes,13,Excellent,High,0,10,2,Best,6,5,0,5
37.0,No,Travel_Rarely,Research & Development,6.0,Bachelor,Other,High,Female,Medium,Staff,Research Scientist,Medium,Married,2368,23300,1,No,19,Excellent,High,0,5,3,Good,5,4,4,3
39.0,Yes,Travel_Rarely,Research & Development,23.0,Bachelor,Medical,High,Male,High,Staff,Research Scientist,Low,Single,3904,22154,0,No,13,Excellent,Low,0,6,2,Better,5,2,0,3
27.0,No,Travel_Rarely,Research & Development,1.0,College,Life Sciences,High,Female,High,Assistant Manager,Manufacturing Director,Low,Married,7412,6009,1,No,11,Excellent,Very High,0,9,3,Better,9,7,0,7
44.0,Yes,Travel_Rarely,Research & Development,10.0,Master,Life Sciences,High,Male,High,Staff,Research Scientist,High,Single,2936,10826,1,Yes,11,Excellent,High,0,6,4,Better,6,4,0,2
45.0,No,Travel_Rarely,Research & Development,1.0,Master,Medical,Very High,Female,High,Staff,Laboratory Technician,Very High,Divorced,2270,11005,3,No,14,Excellent,Very High,2,8,2,Better,5,3,0,2
40.0,No,Travel_Frequently,Research & Development,1.0,Master,Life Sciences,High,Male,Medium,Manager,Healthcare Representative,Medium,Married,13503,14115,1,No,22,Outstanding,Very High,1,22,3,Good,22,3,11,11
47.0,No,Non-Travel,Research & Development,1.0,Below College,Medical,High,Female,High,Assistant Manager,Research Director,Medium,Married,11957,17231,0,No,18,Excellent,Low,2,14,3,Bad,13,8,5,12
34.0,No,Travel_Rarely,Research & Development,27.0,College,Medical,Very High,Female,High,Staff,Research Scientist,Medium,Single,2311,5711,2,No,15,Excellent,Very High,0,9,3,Better,3,2,1,2
44.0,No,Travel_Rarely,Research & Development,29.0,Master,Other,Very High,Male,High,Officer,Research Scientist,Very High,Single,4541,7744,1,No,25,Outstanding,Medium,0,20,3,Better,20,11,13,17
36.0,No,Travel_Frequently,Sales,7.0,Bachelor,Marketing,Low,Female,Very High,Officer,Sales Executive,Low,Married,4639,2261,2,No,16,Excellent,Very High,1,17,2,Good,15,7,6,13
27.0,No,Non-Travel,Research & Development,8.0,Doctor,Life Sciences,Low,Male,Low,Staff,Laboratory Technician,High,Married,4621,5869,1,No,19,Excellent,Very High,3,3,4,Better,3,2,1,2
24.0,Yes,Travel_Rarely,Sales,1.0,Below College,Technical Degree,Low,Female,High,Staff,Sales Representative,Medium,Single,3202,21972,1,Yes,16,Excellent,Medium,0,6,4,Better,5,3,1,4
39.0,No,Travel_Frequently,Research & Development,2.0,Master,Technical Degree,High,Female,High,Assistant Manager,Healthcare Representative,High,Single,10938,6420,0,No,25,Outstanding,Very High,0,20,1,Better,19,6,11,8
36.0,Yes,Travel_Rarely,Research & Development,9.0,Bachelor,Medical,Very High,Male,Medium,Staff,Research Scientist,High,Married,3388,21777,0,Yes,17,Excellent,Low,1,2,0,Good,1,0,0,0
34.0,No,Non-Travel,Research & Development,8.0,Master,Life Sciences,High,Male,Medium,Staff,Research Scientist,Very High,Married,2979,22478,3,No,17,Excellent,Very High,3,6,2,Better,0,0,0,0
50.0,No,Travel_Frequently,Sales,12.0,Bachelor,Marketing,High,Female,High,Assistant Manager,Sales Executive,Very High,Single,9208,6645,4,No,11,Excellent,Very High,0,16,3,Better,2,2,2,1
41.0,No,Travel_Rarely,Sales,2.0,Master,Life Sciences,Very High,Male,High,Manager,Manager,Medium,Single,16015,15896,1,No,19,Excellent,Medium,0,22,2,Better,22,10,0,4
31.0,Yes,Travel_Rarely,Research & Development,22.0,Master,Medical,Very High,Male,High,Officer,Manufacturing Director,High,Married,6179,21057,1,Yes,15,Excellent,Very High,2,10,3,Good,10,2,6,7
39.0,No,Travel_Frequently,Research & Development,7.0,College,Medical,High,Male,Medium,Senior Manager,Manager,Very High,Married,19272,21141,1,No,15,Excellent,Low,1,21,2,Better,21,9,13,3
44.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Medical,Medium,Male,High,Staff,Research Scientist,Very High,Single,2436,13422,6,Yes,12,Excellent,High,0,6,2,Better,4,3,1,2
33.0,No,Travel_Rarely,Research & Development,25.0,Bachelor,Life Sciences,Very High,Male,Medium,Officer,Manufacturing Director,Medium,Single,4320,24152,1,No,13,Excellent,Very High,0,5,2,Better,5,3,0,2
33.0,No,Travel_Rarely,Sales,8.0,Master,Marketing,High,Male,High,Officer,Sales Executive,High,Divorced,7104,20431,0,No,12,Excellent,Very High,0,6,3,Better,5,0,1,2
37.0,No,Travel_Rarely,Sales,8.0,College,Other,Low,Female,High,Officer,Sales Executive,High,Divorced,4907,13684,0,Yes,22,Outstanding,Medium,1,6,3,Good,5,3,0,4
37.0,No,Travel_Rarely,Research & Development,25.0,College,Medical,High,Female,Medium,Officer,Healthcare Representative,Very High,Divorced,5731,17171,7,No,13,Excellent,High,2,9,2,Better,6,2,1,3
37.0,No,Travel_Rarely,Research & Development,10.0,Bachelor,Medical,High,Female,High,Staff,Laboratory Technician,Low,Married,3452,17663,6,No,20,Outstanding,Medium,1,17,3,Better,5,4,0,3
27.0,Yes,Travel_Rarely,Sales,2.0,Below College,Marketing,High,Male,High,Staff,Sales Representative,Low,Divorced,3041,16346,0,No,11,Excellent,Medium,1,5,3,Better,4,3,0,2
37.0,No,Travel_Rarely,Research & Development,2.0,Below College,Other,Very High,Male,High,Staff,Laboratory Technician,High,Divorced,3977,7298,6,Yes,19,Excellent,High,1,7,2,Good,2,2,0,2
30.0,No,Travel_Rarely,Sales,8.0,Bachelor,Marketing,Very High,Female,Medium,Officer,Sales Executive,High,Divorced,6118,5431,1,No,13,Excellent,High,3,10,2,Better,10,9,1,2
29.0,Yes,Travel_Rarely,Research & Development,25.0,Doctor,Technical Degree,High,Female,Medium,Staff,Research Scientist,Medium,Married,2546,18300,5,No,16,Excellent,Medium,0,6,2,Best,2,2,1,1
27.0,No,Non-Travel,Research & Development,8.0,Bachelor,Medical,High,Male,Medium,Staff,Research Scientist,High,Divorced,2566,25326,1,Yes,15,Excellent,Very High,1,1,2,Good,1,1,0,1
44.0,No,Travel_Rarely,Research & Development,7.0,Master,Medical,Low,Female,Medium,Assistant Manager,Healthcare Representative,Very High,Married,10248,2094,3,No,14,Excellent,Very High,1,24,4,Better,22,6,5,17
23.0,No,Travel_Rarely,Research & Development,4.0,Bachelor,Medical,Low,Male,Very High,Staff,Research Scientist,Low,Married,2819,8544,2,No,16,Excellent,Low,1,5,3,Best,3,2,0,2
43.0,No,Non-Travel,Research & Development,7.0,Bachelor,Medical,Very High,Male,Very High,Staff,Research Scientist,Very High,Divorced,2089,5228,4,No,14,Excellent,Very High,3,7,3,Best,5,4,2,2
29.0,Yes,Travel_Rarely,Research & Development,7.0,Bachelor,Technical Degree,Medium,Female,High,Staff,Laboratory Technician,High,Divorced,3339,17285,3,Yes,13,Excellent,Low,2,10,2,Better,7,7,7,7
27.0,No,Travel_Frequently,Research & Development,15.0,Bachelor,Life Sciences,Very High,Female,Medium,Staff,Research Scientist,Low,Married,4774,23844,0,No,19,Excellent,Very High,1,8,2,Good,7,6,7,3
46.0,Yes,Travel_Rarely,Sales,10.0,Bachelor,Life Sciences,High,Female,High,Assistant Manager,Sales Executive,Medium,Married,7314,14011,5,No,21,Outstanding,High,3,14,2,Better,8,7,0,7
32.0,No,Travel_Rarely,Research & Development,6.0,Doctor,Life Sciences,High,Male,High,Staff,Research Scientist,High,Single,3038,12430,3,No,20,Outstanding,Low,0,8,2,Better,5,4,1,4
30.0,No,Travel_Rarely,Sales,8.0,Bachelor,Life Sciences,Medium,Female,High,Assistant Manager,Sales Executive,Very High,Married,9419,8053,2,No,12,Excellent,High,1,12,2,Better,10,9,7,4
37.0,No,Non-Travel,Sales,19.0,College,Medical,Low,Male,High,Assistant Manager,Sales Executive,Medium,Single,7642,4814,1,Yes,13,Excellent,Very High,0,10,2,Better,10,0,0,9
30.0,No,Non-Travel,Research & Development,9.0,Bachelor,Medical,High,Male,High,Officer,Laboratory Technician,Low,Divorced,3072,11012,1,No,11,Excellent,High,2,12,4,Better,12,9,6,10
38.0,No,Travel_Rarely,Sales,7.0,Master,Marketing,Very High,Female,Medium,Officer,Sales Executive,Very High,Single,4028,7791,0,No,20,Outstanding,Low,0,8,2,Better,7,7,0,5
33.0,No,Travel_Rarely,Sales,2.0,Master,Medical,Very High,Male,High,Officer,Sales Executive,Very High,Divorced,5505,3921,1,No,14,Excellent,High,2,6,5,Better,6,2,0,4
37.0,No,Non-Travel,Research & Development,8.0,Master,Life Sciences,High,Female,High,Officer,Healthcare Representative,High,Married,4148,12250,1,No,12,Excellent,Very High,1,15,5,Better,14,11,2,9
37.0,No,Travel_Rarely,Research & Development,4.0,College,Life Sciences,High,Male,High,Staff,Research Scientist,Very High,Single,2875,9973,1,Yes,20,Outstanding,Medium,0,8,2,Good,8,5,2,2
43.0,No,Travel_Frequently,Research & Development,9.0,Doctor,Medical,Very High,Male,High,Officer,Laboratory Technician,High,Divorced,5679,19627,3,Yes,13,Excellent,Medium,1,10,3,Better,8,7,4,7
32.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Life Sciences,Medium,Male,High,Officer,Research Scientist,Medium,Married,6220,7346,1,No,17,Excellent,Medium,2,10,3,Better,10,4,0,9
31.0,No,Travel_Rarely,Research & Development,2.0,Master,Life Sciences,Medium,Male,High,Staff,Laboratory Technician,High,Married,3477,18103,1,No,14,Excellent,Very High,1,6,2,Best,5,2,0,3
52.0,No,Travel_Rarely,Research & Development,11.0,Master,Life Sciences,Very High,Female,High,Officer,Laboratory Technician,High,Married,3149,21821,8,No,20,Outstanding,Medium,1,9,3,Better,5,2,1,4
44.0,No,Travel_Rarely,Sales,28.0,Bachelor,Medical,Very High,Female,Very High,Manager,Sales Executive,Very High,Married,13320,11737,3,Yes,18,Excellent,High,1,23,2,Better,12,11,11,11
29.0,No,Travel_Rarely,Research & Development,7.0,Below College,Medical,Low,Female,Medium,Staff,Laboratory Technician,Very High,Divorced,2532,6054,6,No,14,Excellent,High,3,8,5,Better,4,3,0,3
37.0,Yes,Travel_Rarely,Research & Development,12.0,Below College,Life Sciences,High,Female,High,Staff,Laboratory Technician,Very High,Married,2515,22955,1,Yes,11,Excellent,Very High,0,1,4,Good,1,1,0,0
33.0,Yes,Travel_Rarely,Research & Development,14.0,Bachelor,Medical,High,Male,High,Staff,Laboratory Technician,Very High,Married,2436,22149,5,Yes,13,Excellent,High,1,8,2,Bad,5,4,0,4
30.0,Yes,Travel_Frequently,Research & Development,8.0,Bachelor,Medical,Medium,Female,High,Staff,Laboratory Technician,Medium,Single,2422,25725,0,No,17,Excellent,Low,0,4,3,Better,3,2,1,2
30.0,Yes,Travel_Rarely,Research & Development,8.0,Bachelor,Technical Degree,Very High,Female,High,Staff,Research Scientist,Low,Single,2657,8556,5,Yes,11,Excellent,High,0,8,5,Better,5,2,0,4
37.0,No,Travel_Rarely,Research & Development,21.0,Bachelor,Medical,High,Male,High,Staff,Research Scientist,Very High,Married,2713,6672,1,No,11,Excellent,High,1,5,2,Bad,5,2,0,2
31.0,Yes,Travel_Rarely,Sales,20.0,Bachelor,Life Sciences,Medium,Female,Low,Officer,Sales Executive,High,Married,4559,24788,3,Yes,11,Excellent,High,1,4,2,Better,2,2,2,2
21.0,No,Travel_Rarely,Sales,8.0,Below College,Medical,High,Male,High,Staff,Sales Representative,Low,Single,2380,25479,1,Yes,11,Excellent,Very High,0,2,6,Better,2,2,1,2
37.0,No,Travel_Frequently,Research & Development,11.0,Bachelor,Other,Medium,Male,High,Assistant Manager,Research Director,Very High,Divorced,12185,10056,1,Yes,14,Excellent,High,3,10,1,Better,10,8,0,7
38.0,No,Travel_Rarely,Research & Development,4.0,College,Medical,Very High,Female,High,Staff,Laboratory Technician,High,Married,3306,26176,7,No,19,Excellent,Very High,1,7,5,Good,0,0,0,0
37.0,No,Travel_Rarely,Research & Development,1.0,Bachelor,Medical,Very High,Female,High,Staff,Research Scientist,Medium,Single,2096,18830,1,No,18,Excellent,Very High,0,2,3,Good,2,2,2,1
33.0,No,Travel_Rarely,Research & Development,14.0,Bachelor,Medical,Very High,Female,High,Staff,Research Scientist,Medium,Married,2756,4673,1,No,13,Excellent,Very High,1,8,5,Better,8,7,1,6
27.0,No,Travel_Rarely,Research & Development,2.0,Master,Life Sciences,Very High,Female,High,Staff,Laboratory Technician,Low,Divorced,2341,19715,1,No,13,Excellent,Very High,1,1,6,Better,1,0,0,0
32.0,No,Travel_Rarely,Research & Development,8.0,Master,Medical,High,Female,High,Officer,Manufacturing Director,Low,Married,6725,13554,1,No,12,Excellent,High,1,8,2,Best,8,7,6,3
37.0,No,Travel_Rarely,Research & Development,7.0,Below College,Medical,Very High,Male,Medium,Staff,Research Scientist,Very High,Married,2889,26897,1,No,11,Excellent,High,2,2,2,Better,2,2,2,1
36.0,No,Travel_Rarely,Research & Development,8.0,Master,Life Sciences,Medium,Female,Medium,Staff,Research Scientist,Low,Married,3419,13072,9,Yes,14,Excellent,Very High,1,6,3,Best,1,1,0,0
55.0,Yes,Travel_Rarely,Research & Development,2.0,Bachelor,Medical,Very High,Male,High,Senior Manager,Manager,Low,Married,19859,21199,5,Yes,13,Excellent,Very High,1,24,2,Better,5,2,1,4
42.0,No,Non-Travel,Research & Development,10.0,Master,Technical Degree,High,Male,High,Staff,Research Scientist,High,Married,2936,6161,3,No,22,Outstanding,Medium,2,10,1,Good,6,3,3,3
22.0,Yes,Travel_Rarely,Research & Development,7.0,Below College,Life Sciences,Very High,Male,High,Staff,Research Scientist,Medium,Single,2472,26092,1,Yes,23,Outstanding,Low,0,1,2,Better,1,0,0,0
30.0,No,Travel_Rarely,Research & Development,1.0,College,Medical,Very High,Male,High,Staff,Laboratory Technician,Medium,Married,3748,4077,1,No,13,Excellent,High,0,12,6,Good,12,8,1,7
